duration,date,subjectcode,a,b,c,d,e,f,g,h,i,j,k,l,m,n,comments
124,4/27/20 21:36,R_6gLJ9luDiSBI2hr,,,,,,,,1,19,20,0,1,0,3,no
661,4/27/20 21:38,R_1MYAVFpfZXPR5Nz,,,,,,,,0,19,20,0,1,0,3,No
186,4/27/20 21:38,R_3PER30WZFMSsfAR,,,,,,,,0,19,20,0,1,0,3,No
352,4/27/20 21:39,R_3PIfaog1afdUFjj,0,19,20,0,0,0,3,,,,,,,,No
231,4/27/20 21:40,R_2pLwfS06gJ7NBCD,0,19,20,0,0,0,3,,,,,,,,no
136,4/27/20 21:44,R_2s5up9Ta6z979fP,,,,,,,,0,19,20,0,1,0,3,No
470,4/27/20 21:45,R_3nIVL7BCtd7WTbm,19,19,20,0,1,0,2,,,,,,,,n/a
177,4/27/20 21:45,R_2xJnEkbObPvAHLa,,,,,,,,0,0,20,0,1,0,3,no
162,4/27/20 21:50,R_114Rq01e8o1LLac,,,,,,,,25000,15000,5000,1000,1,1,1,GOOD
202,4/27/20 21:50,R_eahuo6wVQGtqe41,0,19,20,0,1,0,3,,,,,,,,All was clear
221,4/27/20 21:51,R_26588FEVlDOSCtM,0,19,20,0,1,0,3,,,,,,,,no
178,4/27/20 21:51,R_1hL6Xz4Jr9rd3Wa,0,19,20,0,1,0,3,,,,,,,,No there was not.
278,4/27/20 21:55,R_12L9hOlLL00wv4E,,,,,,,,0,20,20,0,1,0,3,No
257,4/27/20 21:55,R_11Z2bHoPvJe0daM,,,,,,,,1,19,20,0,1,0,3,"The survey asked ""how many people would know if John used the new hooks?"" I put 1 because John would know that he is using the new hooks. "
191,4/27/20 21:59,R_3lLESBGRrGQIw1l,,,,,,,,0,19,20,0,1,0,3,no
266,4/27/20 22:00,R_2R7Eopmh3CPnPV8,,,,,,,,0,19,20,0,1,0,3,No
578,4/27/20 22:01,R_1oAdBmqcozyusNh,,,,,,,,10,15,20,15,1,1,1,no
184,4/27/20 22:02,R_qWR0VID60wTN5Tz,0,19,20,0,1,0,3,,,,,,,,No. 
380,4/27/20 22:02,R_2wn9csV7n7X12Qr,0,19,20,2,0,0,3,,,,,,,,I had to reread the last part to fully understand who was going to use the hooks. I do not think it was morally wrong for John to do so.
116,4/27/20 22:06,R_1CJvxpQtW7pUEJR,,,,,,,,0,0,20,0,1,0,2,No
223,4/27/20 22:07,R_2qjFoeSQ1vw3Jzb,0,19,20,0,1,0,3,,,,,,,,Some of the first questions asked about the story are unclear. It was unclear about what parts of the story we were looking at to determine the correct answer.
525,4/27/20 22:07,R_2SiRsZx2sv48cO5,19,20,20,19,0,0,2,,,,,,,,nothing
126,4/27/20 22:15,R_UGhFPOaz0D7V6p3,0,19,20,0,1,0,3,,,,,,,,No
221,4/27/20 22:16,R_Av9WMTZ3zOHwDpn,,,,,,,,0,19,20,0,1,0,3,No
144,4/27/20 22:17,R_1qaoH6TZsdLjM4d,7,9,8,10,1,1,2,,,,,,,,No
158,4/27/20 22:18,R_33BwIJnggrL6uIy,,,,,,,,0,19,20,0,1,0,2,No
295,4/27/20 22:19,R_1GBz2KNhpdYpZeG,,,,,,,,0,19,20,19,0,1,2,nope
179,4/27/20 22:24,R_3MiAYCgH180fLq8,0,19,20,0,0,0,3,,,,,,,,No
219,4/27/20 22:28,R_3KxstNk4dXVDNdl,,,,,,,,0,19,20,0,1,0,3,no
112,4/27/20 22:31,R_7Qmvei7eCkj7XHz,,,,,,,,0,19,20,0,1,0,3,"Nope, thank you!"
176,4/27/20 22:33,R_Ry6xszaMK8IrrHP,,,,,,,,0,19,20,0,1,0,3,No
159,4/27/20 22:34,R_2dolxId2Lz9RsgY,0,19,20,0,1,0,3,,,,,,,,no
252,4/27/20 22:34,R_12Sa0MNOaXS3U6V,1,20,20,0,0,0,2,,,,,,,,
759,4/27/20 22:37,R_3E9JiQqHCLs72TR,20,19,19,19,1,1,2,,,,,,,,no
180,4/27/20 22:39,R_24zUUddZ3jsqj8z,,,,,,,,0,19,20,0,1,0,3,"No, it was straightforward"
172,4/27/20 22:41,R_2CE99wmxz54B4Wx,,,,,,,,19,19,20,19,1,0,3,no
484,4/27/20 22:44,R_12AACmVATxEtVPZ,,,,,,,,1,19,20,0,0,0,3,
577,4/27/20 22:45,R_1FGHxXG9ijHPb2h,0,19,20,0,0,0,3,,,,,,,,"When asked how many people, besides John, this is a little confusing because obviously there are 20 total people that fish on that lake during summer but since the question said “excluding John” then that makes it 19 other people. I guess it’s not too difficult to figure out but it was a little unclear and confusing to me."
125,4/27/20 22:49,R_1QoJW0OhjKM1JXk,,,,,,,,2,3,5,7,1,1,1,unclear
366,4/27/20 23:01,R_Rl4YvVgIdyCldap,0,19,20,0,0,0,3,,,,,,,,No
136,4/27/20 23:04,R_1LdtqcbxrNk4FO5,0,19,20,0,0,0,2,,,,,,,,no
237,4/27/20 23:06,R_28HvTz9XgoiFbuc,,,,,,,,0,19,20,0,1,0,3,No
132,4/27/20 23:10,R_2X7Ngwp1jdtQpm2,,,,,,,,0,19,20,0,1,0,3,no
296,4/27/20 23:15,R_2V8BfxrTMbgyftD,19,19,20,3,0,1,2,,,,,,,,none
172,4/27/20 23:17,R_1OwqckDFM62pcSS,,,,,,,,19,19,20,19,1,1,1,nothing
117,4/27/20 23:17,R_1hzrAvfPJ4GVoDr,0,19,20,0,0,0,3,,,,,,,,no
256,4/27/20 23:20,R_BCTNbvNqWIrM4G5,0,19,20,0,1,0,3,,,,,,,,No
161,4/27/20 23:22,R_2s6WwJwMGrOwv53,,,,,,,,0,19,20,0,1,0,3,no
174,4/27/20 23:24,R_Zn6lvWn4qp9A06J,0,19,20,0,0,0,3,,,,,,,,no
141,4/27/20 23:30,R_RfQbicMUTtt2di1,0,19,20,0,0,0,2,,,,,,,,nope
129,4/27/20 23:32,R_a9wMvNFNlHHMM4F,,,,,,,,0,19,20,0,1,0,3,no
388,4/27/20 23:51,R_1k1WYSuKqqIno5v,,,,,,,,19,3,20,5,1,0,1,NOTHING
149,4/27/20 23:57,R_2rU5xAQGt6nzzE2,0,19,20,0,0,0,3,,,,,,,,no
301,4/28/20 0:15,R_1gTm6OQACBj8Jvo,,,,,,,,19,19,20,0,1,0,2,everything is clear
4804,4/28/20 0:40,R_3mePZSiBxA8g3Aa,,,,,,,,2,5,5,2,1,1,1,NO
80,4/28/20 0:42,R_D7sMS9M854AAsSd,1,1,1,1,1,1,1,,,,,,,,NO
635,4/28/20 0:47,R_3fjxzP79iImTQ1q,5,19,20,19,1,0,1,,,,,,,,IT WAS GOOD
149,4/28/20 1:07,R_5un9ZahLLy268ql,,,,,,,,0,19,20,19,1,0,3,NO
609,4/28/20 1:13,R_1r2lTxP2nvCGqds,,,,,,,,0,19,20,0,1,0,3,No
704,4/28/20 1:18,R_30143cDxbvRNcbc,0,19,20,0,1,0,3,,,,,,,,There was none.
455,4/28/20 1:55,R_3nvKZzeG0BZ6GMN,,,,,,,,19,19,20,0,1,0,3,no
194,4/28/20 1:58,R_2BfzPvvRW6fCmnI,20,19,20,0,0,0,3,,,,,,,,
152,4/28/20 5:31,R_1I7bQrcXrIWESUz,,,,,,,,0,19,20,0,1,0,3,No
